time,DMU1_AI,DMU1_RAW,DMU1_PM10,DMU1_RH,DMU1_TEMP,DMU2_AI,DMU2_RAW,DMU2_PM10,DMU2_RH,DMU2_TEMP,DMU3_AI,DMU3_RAW,DMU3_PM10,DMU3_RH,DMU3_TEMP,DMU4_AI,DMU4_RAW,DMU4_PM10,DMU4_RH,DMU4_TEMP,pm10,pm25
2020-07-15 13:00:00,3.1157142857142857,1.2857142857142858,1.2857142857142858,39.39714285714286,29.26,2.7279239766081904,2.52046783625731,3.0350877192982457,37.18877192982455,34.38289473684212,4.193685897435906,2.8525641025641026,3.4551282051282053,25.232532051282046,38.25740384615384,4.9185483870967674,4.006451612903226,4.396774193548387,25.444645161290328,37.86048387096776,10.0,5.0
2020-07-15 16:00:00,5.692560000000001,5.44,6.504,31.02952000000002,33.71144000000001,2.908211143695012,3.2844574780058653,3.7888563049853374,35.70598240469208,34.9200293255132,4.424951768488745,3.167202572347267,3.7138263665594855,20.988713826366546,41.47231511254021,5.32658064516129,4.767741935483871,5.429032258064516,21.935741935483865,40.495548387096804,9.0,5.0
2020-07-15 17:00:00,4.409770491803277,3.2065573770491804,3.822950819672131,27.284000000000013,36.938098360655765,2.989473684210528,3.1491228070175437,3.672514619883041,36.47301169590641,34.87391812865497,4.3761538461538505,3.0801282051282053,3.548076923076923,21.70999999999998,41.27717948717949,5.129064516129042,4.383870967741935,4.835483870967742,21.087516129032256,41.838161290322574,10.0,4.0
2020-07-15 18:00:00,4.136282894736842,2.7960526315789473,3.3190789473684212,29.43125000000002,35.57851973684209,2.974604105571848,2.5806451612903225,2.941348973607038,38.859442815249274,33.49815249266861,4.062268370607028,2.5814696485623,3.0031948881789137,25.25137380191692,38.40501597444088,4.678737864077673,3.6310679611650487,4.038834951456311,22.800194174757287,40.44336569579286,11.0,5.0
2020-07-15 19:00:00,6.0410064935064955,5.483766233766234,6.275974025974026,36.627337662337695,32.26935064935065,5.257543859649122,5.271929824561403,5.918128654970761,46.11119883040934,30.431228070175415,5.784472843450486,5.095846645367412,5.715654952076678,33.55073482428112,33.71738019169327,6.8640645161290195,6.832258064516129,7.22258064516129,30.92693548387098,35.46216129032257,12.0,7.0
2020-07-15 20:00:00,10.322322580645158,12.058064516129033,13.516129032258064,50.736870967741964,28.103838709677433,9.982463343108506,11.826979472140762,12.882697947214076,60.8424926686217,26.346392961876894,9.95363057324839,11.200636942675159,12.210191082802547,47.083566878980854,29.405891719745238,11.389158576051765,14.472491909385113,15.093851132686083,48.29071197411012,28.760355987055025,13.0,9.0
2020-07-15 21:00:00,10.752419354838706,13.412903225806451,15.070967741935483,55.36496774193546,27.050903225806454,10.593970588235315,13.255882352941176,14.355882352941176,65.8153235294118,25.284735294117645,10.674038461538474,12.823717948717949,13.849358974358974,51.81730769230776,28.24288461538463,12.052733118971064,16.424437299035368,17.225080385852092,53.49302250803859,27.505884244372986,19.0,14.0
2020-07-15 22:00:00,10.693333333333335,13.532051282051283,15.118589743589743,56.07788461538459,26.582756410256415,10.535835777126117,13.043988269794722,14.27859237536657,66.9997360703812,24.686217008797676,10.666784565916412,12.80064308681672,13.92282958199357,52.78360128617362,27.69231511254022,11.797999999999996,15.912903225806451,16.677419354838708,54.34048387096774,27.007806451612876,19.0,14.0
2020-07-15 23:00:00,11.07331189710611,15.05144694533762,16.861736334405144,57.193279742765284,26.22717041800646,11.20554252199413,14.651026392961876,16.24633431085044,68.37891495601178,24.25997067448678,11.239522292993628,14.343949044585987,15.818471337579618,53.87277070063698,27.337484076433125,12.114790996784576,17.189710610932476,18.221864951768488,55.487266881028944,26.648424437299063,20.0,14.0
2020-07-16 00:00:00,11.751258064516138,17.696774193548386,19.761290322580646,58.588129032258074,25.805741935483884,12.470205882352946,17.6,19.455882352941178,70.03650000000002,23.780735294117626,12.117041800643086,17.073954983922828,18.69774919614148,55.34935691318327,26.872411575562683,12.962025723472673,20.20257234726688,21.5016077170418,56.71871382636656,26.269517684887454,23.0,17.0
2020-07-16 01:00:00,11.637371794871795,17.46474358974359,19.653846153846153,58.83974358974357,25.8589423076923,12.417029411764725,17.455882352941178,19.06764705882353,70.57955882352945,23.759352941176466,11.905636942675152,16.585987261146496,18.366242038216562,55.711974522293,26.889777070063694,12.752852564102557,19.794871794871796,21.05448717948718,57.16714743589752,26.27676282051284,21.0,14.0
2020-07-16 02:00:00,11.431832797427651,17.183279742765272,19.369774919614148,59.32826366559488,25.548424437299037,12.428147058823516,17.44705882352941,19.288235294117648,71.60261764705885,23.308323529411787,11.586102236421727,16.099041533546327,17.6741214057508,56.42073482428117,26.501469648562264,12.446538461538465,19.025641025641026,20.246794871794872,57.28253205128201,26.08842948717949,23.0,15.0
2020-07-16 03:00:00,10.660387096774189,15.69032258064516,17.683870967741935,60.654064516129026,25.089709677419364,11.827941176470597,15.970588235294118,17.720588235294116,73.12685294117652,22.80632352941178,11.029872611464965,15.26751592356688,16.735668789808916,57.83429936305732,26.00283439490445,11.630161290322592,17.532258064516128,18.651612903225807,58.8239677419355,25.538,23.0,15.0
2020-07-16 04:00:00,10.113633440514471,15.742765273311898,17.60128617363344,63.852733118971074,24.411929260450158,11.85739002932552,15.941348973607038,17.50733137829912,76.28428152492671,22.185043988269786,10.414230769230773,14.951923076923077,16.42628205128205,60.75887820512822,25.37612179487177,10.977354838709681,17.29032258064516,18.3,62.022516129032326,24.8539677419355,21.0,15.0
2020-07-16 05:00:00,10.976506410256414,18.134615384615383,20.147435897435898,63.7269230769231,24.57439102564103,12.822382352941172,18.25,20.055882352941175,76.09847058823537,22.386500000000005,11.1558785942492,17.070287539936103,18.971246006389777,60.81124600638977,25.506645367412144,11.827064516129031,19.441935483870967,20.73548387096774,61.55406451612898,25.120645161290323,21.0,15.0
2020-07-16 06:00:00,11.760868167202576,19.167202572347268,21.405144694533764,61.49456591639869,25.32771704180065,13.163362831858416,19.200589970501476,20.86725663716814,72.74259587020639,23.461061946902667,12.026006389776361,18.11182108626198,19.77955271565495,58.15440894568694,26.42638977635783,12.889485530546624,20.874598070739548,22.15434083601286,58.6212540192926,26.13414790996783,19.0,13.0
2020-07-16 07:00:00,13.209322580645159,21.94516129032258,24.593548387096774,59.12316129032259,26.261548387096788,14.248053097345112,22.13864306784661,24.115044247787612,69.15061946902662,24.78085545722713,13.553838709677397,21.11935483870968,23.283870967741937,55.48106451612904,27.488741935483866,15.215305466237941,25.733118971061092,27.292604501607716,55.037138263665604,27.47813504823152,20.0,15.0
2020-07-16 08:00:00,14.873741935483858,24.793548387096774,28.006451612903227,53.766419354838746,27.536419354838714,15.111999999999991,24.708823529411763,27.058823529411764,62.85608823529407,26.36955882352942,14.808044871794873,24.128205128205128,26.381410256410255,51.32333333333331,28.434775641025645,16.459035369774913,28.765273311897108,30.771704180064308,49.3651446945338,29.03270096463019,21.0,13.0
2020-07-16 09:00:00,16.672967741935487,28.93548387096774,33.409677419354836,42.689870967741946,31.906741935483883,15.911449704142013,29.319526627218934,32.6301775147929,51.43727810650887,30.867988165680483,17.042364217252402,29.49520766773163,33.31629392971246,41.51897763578276,32.36466453674121,18.42382636655947,33.331189710610936,37.98392282958199,39.58125401929259,33.0693890675241,25.0,17.0
2020-07-16 10:00:00,15.350620915032676,25.5718954248366,28.62091503267974,35.638692810457535,34.803986928104585,12.467817109144537,24.115044247787612,26.289085545722713,43.593097345132726,34.02327433628323,14.920546623794218,24.418006430868168,26.736334405144696,34.036977491961395,35.62845659163986,16.67864077669901,29.362459546925567,31.792880258899675,31.863495145631056,36.820906148867316,26.0,15.0
2020-07-16 11:00:00,15.765522875817002,26.76797385620915,30.035947712418302,35.822352941176455,34.728594771241845,12.443000000000003,25.0,26.94705882352941,42.53861764705886,34.64282352941176,15.50412903225806,26.125806451612902,28.54193548387097,33.03867741935484,36.21364516129033,17.52970873786407,31.359223300970875,34.6957928802589,31.67462783171522,36.91177993527507,27.0,16.0
2020-07-16 12:00:00,16.414786885245896,28.504918032786886,32.3672131147541,37.20062295081968,34.455803278688514,13.11410029498526,27.09439528023599,29.129793510324482,42.87197640117994,34.92386430678467,15.872700964630212,27.157556270096464,29.836012861736336,32.4623794212219,37.05514469453376,18.14699029126213,32.954692556634306,37.18122977346278,32.14064724919093,37.09171521035597,28.0,17.0
2020-07-16 13:00:00,17.68951298701296,31.75974025974026,36.83766233766234,38.61987012987013,34.54272727272723,14.759112426035507,30.715976331360945,33.937869822485204,44.69656804733733,34.76029585798819,17.43044728434505,31.04153354632588,34.91373801916933,33.16779552715654,37.458370607028726,19.966495176848877,36.62057877813505,42.89389067524116,33.36897106109322,37.197234726688116,26.0,18.0
2020-07-16 14:00:00,19.471601307189534,36.428104575163395,44.01960784313726,39.64013071895427,34.51843137254901,16.323887240356083,34.833827893175076,40.29970326409496,45.66347181008902,34.79059347181009,19.101864951768505,34.848874598070736,40.836012861736336,32.65035369774922,38.312668810289374,22.766634304207134,40.689320388349515,48.737864077669904,32.85815533980583,38.01349514563105,34.0,23.0
2020-07-16 15:00:00,19.489601328903646,36.584717607973424,43.90033222591362,37.78737541528234,35.87139534883716,14.981775147929003,34.319526627218934,39.44378698224852,42.719023668639025,36.79254437869821,19.369999999999994,34.62379421221865,40.27974276527331,30.038585209003244,40.37736334405146,23.612354838709685,41.44516129032258,49.36451612903226,31.30487096774193,39.406741935483886,40.0,24.0
2020-07-16 16:00:00,18.7306907894737,34.76973684210526,40.82236842105263,43.42858552631577,33.361578947368415,16.790771513353114,33.724035608308604,38.09495548961424,50.440890207715164,33.032789317507444,18.08691318327974,32.88424437299035,37.508038585209,37.14713826366557,36.29292604501606,20.86491909385113,38.922330097087375,46.00970873786408,37.40190938511325,36.00731391585758,40.0,30.0
2020-07-16 17:00:00,16.885537459283388,29.651465798045603,32.88599348534202,43.51231270358304,33.36791530944625,14.958141592920336,28.256637168141594,30.466076696165192,51.76000000000001,32.49997050147489,16.13596774193548,27.529032258064515,29.809677419354838,37.53451612903227,36.13035483870968,18.106655948553048,33.141479099678456,37.254019292604504,36.259774919614145,36.69980707395502,43.0,34.0
2020-07-16 18:00:00,15.629055374592816,26.140065146579804,28.566775244299674,45.61902280130296,32.52009771986969,13.899352941176481,24.264705882352942,25.852941176470587,53.814058823529386,31.630558823529437,15.063557692307695,24.477564102564102,26.368589743589745,41.027275641025604,34.44842948717946,17.107427652733126,30.2540192926045,32.533762057877816,39.37250803858523,35.121157556270084,35.0,26.0
2020-07-16 19:00:00,14.677207792207792,23.655844155844157,25.876623376623378,51.605454545454506,30.4143831168831,13.833716814159292,21.938053097345133,23.578171091445427,59.59097345132753,29.478112094395275,13.752147435897445,21.048076923076923,22.78205128205128,47.64083333333331,31.84714743589743,16.154290322580632,27.674193548387098,29.11935483870968,46.88241935483874,32.033677419354845,32.0,23.0
2020-07-16 20:00:00,14.672096774193541,24.4,26.822580645161292,57.10316129032255,28.630483870967744,15.00094117647055,24.28235294117647,26.408823529411766,66.40970588235292,27.214117647058817,14.112315112540195,22.141479099678456,24.488745980707396,53.77601286173633,29.71623794212218,16.53554838709679,28.983870967741936,30.983870967741936,55.28551612903225,29.050451612903213,30.0,22.0
2020-07-16 21:00:00,14.619711538461548,25.641025641025642,28.227564102564102,59.86842948717951,27.720641025641026,15.326017699115056,25.103244837758112,27.047197640117993,68.72828908554565,26.445309734513273,14.375961538461539,23.259615384615383,25.253205128205128,56.40743589743595,28.818910256410284,16.261221864951768,29.19935691318328,31.131832797427652,58.00681672025717,28.155241157556244,26.0,18.0
2020-07-16 22:00:00,14.09003215434084,25.774919614147908,28.440514469453376,63.2990032154341,27.21382636655951,15.903333333333316,26.575221238938052,28.672566371681416,73.02498525073747,25.670501474926237,14.177620578778129,24.228295819935692,26.385852090032156,59.84868167202579,28.265080385852063,15.701262135922331,29.359223300970875,31.692556634304207,61.6481553398058,27.583495145631066,25.0,19.0
2020-07-16 23:00:00,14.452379421221858,27.819935691318328,31.14790996784566,65.59649517684888,26.87524115755626,16.515473372781077,28.21301775147929,30.849112426035504,75.56390532544368,25.282189349112397,14.395480769230758,25.71153846153846,28.153846153846153,61.80551282051285,28.007371794871787,15.603032258064523,30.1,32.89032258064516,63.8554193548387,27.274838709677432,24.0,19.0
2020-07-17 00:00:00,14.357597402597401,27.142857142857142,30.41883116883117,64.4400324675324,26.740389610389624,16.405840707964586,27.920353982300885,30.601769911504423,75.0629203539823,24.976696165191708,14.335320512820527,25.192307692307693,27.705128205128204,60.79041666666666,27.853333333333296,15.681570512820521,29.871794871794872,32.59935897435897,62.66451923076928,27.168653846153855,33.0,24.0
2020-07-17 01:00:00,14.906495176848871,28.276527331189712,31.575562700964632,63.359421221864935,26.53016077170419,16.95514792899409,29.50887573964497,32.46153846153846,74.28263313609469,24.694112426035467,14.997147435897437,26.53846153846154,28.990384615384617,59.53445512820508,27.709487179487176,16.232315112540192,30.842443729903536,33.9967845659164,61.26006430868166,27.052411575562665,24.0,17.0
2020-07-17 02:00:00,15.717331189710615,31.022508038585208,36.263665594855304,64.52324758842445,26.332025723472665,18.03000000000002,32.513353115727,36.676557863501486,75.73664688427307,24.41575667655786,15.908461538461548,29.641025641025642,33.36538461538461,60.83073717948719,27.450544871794882,16.988076923076925,33.467948717948715,38.60576923076923,62.52496794871795,26.812435897435897,23.0,17.0
2020-07-17 03:00:00,16.2125974025974,32.95779220779221,39.52597402597402,65.79373376623376,26.070064935064945,18.86178041543024,34.80118694362018,40.804154302670625,77.30540059347179,24.083353115727025,16.49877419354839,31.88064516129032,36.70967741935484,62.15012903225806,27.156290322580652,17.49926517571884,35.415335463258785,41.86900958466454,63.99932907348246,26.491022364217244,25.0,18.0
2020-07-17 04:00:00,15.776698717948708,32.032051282051285,38.01923076923077,66.28163461538473,25.94141025641026,18.49400593471809,33.73887240356083,39.10089020771513,78.56486646884274,23.75905044510386,15.882916666666665,30.66025641025641,34.72435897435897,63.0396474358975,26.912660256410245,16.905419354838706,34.23870967741936,39.903225806451616,64.71799999999996,26.312129032258042,25.0,18.0
2020-07-17 05:00:00,15.777852564102565,32.48397435897436,38.6025641025641,67.19717948717947,25.726217948717945,18.73809523809529,34.38988095238095,40.083333333333336,79.65767857142858,23.524880952380933,15.86412140575079,30.945686900958467,35.22683706070288,63.72501597444092,26.751853035143736,16.908770226537204,34.41747572815534,40.35598705501618,65.02378640776699,26.25990291262132,24.0,19.0
2020-07-17 06:00:00,16.7369774919614,33.839228295819936,41.266881028938904,64.87839228295825,26.52315112540192,19.111899109792304,35.510385756676556,41.34421364985163,76.69545994065281,24.51913946587535,16.821897106109322,32.48874598070739,37.58842443729903,61.79929260450157,27.50000000000001,18.207870967741933,36.08064516129032,42.825806451612905,61.69435483870964,27.38254838709676,22.0,17.0
2020-07-17 07:00:00,18.77344051446945,37.29260450160772,46.257234726688104,61.624212218649475,27.665048231511225,20.791220238095246,39.645833333333336,47.86011904761905,71.46232142857143,26.247767857142872,18.86048231511254,36.18006430868167,43.81993569131833,58.24257234726688,28.772443729903543,21.872168284789645,40.84142394822006,49.49838187702265,57.342103559870594,28.914368932038826,25.0,16.0
2020-07-17 08:00:00,20.511758957654724,39.09120521172638,48.77850162866449,56.611791530944636,29.775765472312703,21.572946428571456,40.98511904761905,49.93154761904762,65.33252976190472,28.747351190476166,20.596387096774198,38.71612903225807,47.31612903225806,53.289354838709656,30.929225806451615,24.099444444444426,43.55555555555556,52.72875816993464,51.21732026143789,31.530098039215677,25.0,17.0
2020-07-17 09:00:00,19.419609120521162,36.46254071661238,44.91530944625407,44.50074918566774,34.602475570032574,18.67994047619048,37.38988095238095,44.705357142857146,54.88062500000001,32.920505952380964,19.397138263665596,36.37942122186495,44.051446945337624,44.99781350482316,34.297331189710626,21.36783870967743,40.42258064516129,48.674193548387095,41.67912903225801,35.63341935483867,31.0,19.0
2020-07-17 10:00:00,20.05660130718956,38.068627450980394,47.00326797385621,40.82542483660134,36.33683006535944,17.60473214285713,38.01190476190476,45.75,48.2558035714286,35.957648809523825,19.799196141479108,37.340836012861736,45.40836012861736,38.878906752411574,37.24720257234729,23.487652733119,42.646302250803856,51.42122186495177,37.475691318327954,37.82115755627011,33.0,19.0
2020-07-17 11:00:00,22.089934853420228,41.244299674267104,51.5472312703583,40.97250814332248,35.64573289902281,20.528779761904755,40.88095238095238,49.38690476190476,48.19255952380949,35.33979166666667,21.471221864951787,40.135048231511256,49.07717041800643,37.03093247588425,37.576398713826364,26.514838709677413,45.5258064516129,55.60967741935484,35.858000000000004,38.067161290322574,35.0,23.0
2020-07-17 12:00:00,24.271335504886,43.5114006514658,54.469055374592834,37.440390879478834,36.735700325732886,20.409910979228467,42.3353115727003,51.44213649851632,44.12011869436202,36.83756676557864,24.116559485530562,42.30225080385852,51.961414790996784,32.419356913183286,39.597041800643076,28.99736334405146,47.4983922829582,58.52733118971061,30.95752411575563,40.389131832797425,38.0,27.0
2020-07-17 13:00:00,23.619381107491865,42.381107491856675,52.44625407166124,35.722605863192186,37.0561237785016,17.80346268656716,41.134328358208954,49.52238805970149,40.92865671641788,37.99140298507459,23.30212218649518,40.80385852090032,49.68488745980707,29.63189710610932,40.72749196141478,28.780193548387082,46.99677419354839,57.68709677419355,29.841354838709684,40.451322580645105,43.0,31.0
2020-07-17 14:00:00,24.535130718954246,43.56209150326797,53.93464052287582,37.40790849673206,36.42176470588239,20.13779761904761,41.99702380952381,50.773809523809526,43.345535714285724,36.80348214285712,23.56222580645162,41.31612903225806,50.45161290322581,31.007903225806437,40.10261290322578,28.89346278317154,47.41100323624595,58.13592233009709,31.628414239482215,39.54135922330098,42.0,31.0
2020-07-17 15:00:00,30.985392156862748,50.93464052287582,63.44444444444444,43.56385620915034,35.510457516339876,28.863203592814337,49.287425149700596,60.81137724550898,49.767215568862305,35.65574850299401,28.697170418006458,48.041800643086816,60.01607717041801,35.86469453376204,39.297073954983915,37.18654838709677,57.28709677419355,68.57096774193549,36.38983870967739,38.87548387096772,45.0,34.0
2020-07-17 16:00:00,24.565901639344283,43.99016393442623,54.67213114754098,53.15931147540986,31.957377049180323,25.05170149253733,44.56417910447761,54.42686567164179,60.49582089552234,31.343402985074626,22.595079872204476,42.14376996805112,51.57827476038339,48.13444089456866,33.83019169329075,28.348778135048228,48.20257234726688,59.47266881028939,47.69376205787781,33.747459807073916,55.0,39.0
2020-07-17 17:00:00,19.453592233009722,36.5210355987055,44.25566343042071,51.036148867313955,32.065177993527534,18.69689349112426,36.19526627218935,42.30177514792899,58.22553254437871,31.51952662721894,18.724051446945346,34.765273311897104,41.241157556270096,45.6584565916399,34.165884244373,21.9074919614148,41.22829581993569,49.40836012861736,45.12575562700961,34.23308681672026,55.0,40.0
2020-07-17 18:00:00,19.00418300653594,35.591503267973856,43.01307189542484,48.93859477124185,32.67264705882349,17.94356083086054,34.92284866468843,40.798219584569736,56.74302670623146,31.921750741839755,18.4819935691318,34.054662379421224,39.97749196141479,43.73633440514471,34.76250803858521,20.856645161290334,39.8,47.55806451612903,42.164483870967715,35.306645161290355,43.0,31.0
2020-07-17 19:00:00,19.546633986928157,36.9640522875817,44.97712418300654,53.37163398692814,30.857189542483646,19.466854599406556,36.93471810089021,43.7566765578635,62.109614243323435,29.662136498516357,18.733697749196136,34.90675241157556,41.58199356913183,49.45932475884244,32.23520900321546,21.801161290322593,41.119354838709675,49.31935483870968,49.62374193548386,32.01664516129033,41.0,29.0
2020-07-17 20:00:00,19.233961038961027,36.32142857142857,44.0974025974026,56.38844155844154,29.405616883116895,19.697329376854587,37.311572700296736,44.10979228486647,65.92991097922851,27.94091988130564,18.574617834394886,34.554140127388536,41.1687898089172,53.0912738853503,30.513280254777086,21.657749196141452,40.832797427652736,49.151125401929264,54.64549839228291,29.81861736334402,43.0,31.0
2020-07-17 21:00:00,18.280032573289873,33.85667752442997,40.09120521172638,56.02452768729647,28.810879478827392,18.821661721068256,35.01186943620178,40.08605341246291,65.87415430267068,27.248071216617223,17.67913461538463,32.1025641025641,36.833333333333336,52.86500000000005,29.881442307692332,20.03475884244376,38.17041800643087,45.369774919614144,54.234951768488735,29.254919614147866,44.0,31.0
2020-07-17 22:00:00,17.170194174757253,30.76051779935275,35.27831715210356,54.187022653721684,28.72822006472489,17.685384615384592,31.875739644970412,35.39940828402367,64.65908284023669,26.950029585798784,16.889260450160776,29.887459807073956,33.39228295819936,51.20016077170425,29.778971061093248,18.852990353697724,35.41479099678457,41.350482315112544,52.331479099678454,29.212315112540207,38.0,27.0
